#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.16604796051979064941 0.01108330301940441132 0.10739070177078247070 -11.28979682922363281250 -0.34881883859634399414 1.45733129978179931641 -1.14363420009613037109 0.15149343013763427734 0.06549800167428460052 0.47467395663261413574 0.01108330301940441132
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.16377407312393188477 0.01095008570700883865 0.09321190416812896729 -11.42466735839843750000 -0.33392357826232910156 1.45351815223693847656 -1.16798508167266845703 0.13936196267604827881 0.06085049769484823790 0.48477262258529663086 0.01095008570700883865
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.16356617212295532227 0.01081488840281963348 0.08039587736129760742 -11.54435443878173828125 -0.32013067603111267090 1.44943678379058837891 -1.19193220138549804688 0.12760140001773834229 0.05699009649512609688 0.49487128853797912598 0.01081488840281963348
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.16515697538852691650 0.01067799236625432968 0.06883968412876129150 -11.65009117126464843750 -0.30741479992866516113 1.44512116909027099609 -1.21547758579254150391 0.11620168387889862061 0.05368847329800966600 0.50497144460678100586 0.01067799236625432968
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.16830848157405853271 0.01053968071937561035 0.05845915153622627258 -11.74312019348144531250 -0.29575970768928527832 1.44060254096984863281 -1.23862373828887939453 0.10515312850475311279 0.05074924748096362043 0.51507312059402465820 0.01053968071937561035
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.17279061675071716309 0.01040024217218160629 0.04917417466640472412 -11.82449626922607421875 -0.28515276312828063965 1.43590903282165527344 -1.26137363910675048828 0.09444587677717208862 0.04799940473475310804 0.52517479658126831055 0.01040024217218160629
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.17836776375770568848 0.01025990117341279984 0.04093578830361366272 -11.89518547058105468750 -0.27559220790863037109 1.43106591701507568359 -1.28373050689697265625 0.08407008647918701172 0.04528452825122739750 0.53527647256851196289 0.01025990117341279984
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.18481466174125671387 0.01011885795742273331 0.03370053321123123169 -11.95582580566406250000 -0.26705178618431091309 1.42609584331512451172 -1.30569815635681152344 0.07401567697525024414 0.04247415783105273901 0.54537814855575561523 0.01011885795742273331
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.19194032251834869385 0.00997729599475860596 0.02741827256977558136 -12.00688552856445312500 -0.25948759913444519043 1.42101967334747314453 -1.32728099822998046875 0.06427299976348876953 0.03946606113388646114 0.55547982454299926758 0.00997729599475860596
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.19960476458072662354 0.00983537547290325165 0.02204281836748123169 -12.04886436462402343750 -0.25284355878829956055 1.41585683822631835938 -1.34848403930664062500 0.05483252927660942078 0.03618550369989540633 0.56558150053024291992 0.00983537547290325165
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.20770893990993499756 0.00969324260950088501 0.01751395128667354584 -12.08228588104248046875 -0.24706223607063293457 1.41062605381011962891 -1.36931288242340087891 0.04568536579608917236 0.03257787173321479574 0.57568317651748657227 0.00969324260950088501
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.21617548167705535889 0.00955102685838937759 0.01378009188920259476 -12.10775184631347656250 -0.24209637939929962158 1.40534412860870361328 -1.38977384567260742188 0.03682278096675872803 0.02860120305196473325 0.58578485250473022461 0.00955102685838937759
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.22493705153465270996 0.00940884277224540710 0.01078680250793695450 -12.12584114074707031250 -0.23790830373764038086 1.40002703666687011719 -1.40987300872802734375 0.02823638543486595154 0.02422251615385075801 0.59588652849197387695 0.00940884277224540710
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.23393402993679046631 0.00926678813993930817 0.00849908497184514999 -12.13702011108398437500 -0.23446515202522277832 1.39468920230865478516 -1.42961728572845458984 0.01991798728704452515 0.01941647625964516496 0.60598820447921752930 0.00926678813993930817
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.24310404062271118164 0.00912495143711566925 0.00688139675185084343 -12.14170932769775390625 -0.23173588514328002930 1.38934373855590820312 -1.44901323318481445312 0.01185973640531301498 0.01416389052593803287 0.61608988046646118164 0.00912495143711566925
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.25240066647529602051 0.00898340810090303421 0.00591394677758216858 -12.14027786254882812500 -0.22969214618206024170 1.38400244712829589844 -1.46806764602661132812 0.00405396800488233566 0.00845285651444974313 0.62619155645370483398 0.00898340810090303421
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.26177874207496643066 0.00884222239255905151 0.00556643586605787277 -12.13301849365234375000 -0.22830872237682342529 1.37867593765258789062 -1.48678755760192871094 -0.00350658246316015720 0.00227653337555320211 0.63629323244094848633 0.00884222239255905151
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.27120441198348999023 0.00870144926011562347 0.00582604249939322472 -12.12011337280273437500 -0.22755847871303558350 1.37337386608123779297 -1.50518000125885009766 -0.01082895975559949875 -0.00436703569296260051 0.64639490842819213867 0.00870144926011562347
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.28065010905265808105 0.00856113713234663010 0.00666986638680100441 -12.10181331634521484375 -0.22741217911243438721 1.36810505390167236328 -1.52325177192687988281 -0.01791979186236858368 -0.01147616833576092440 0.65649658441543579102 0.00856113713234663010
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.29009175300598144531 0.00842132512480020523 0.00809375476092100143 -12.07828235626220703125 -0.22784446179866790771 1.36287713050842285156 -1.54101014137268066406 -0.02478552609682083130 -0.01904600374701282892 0.66659826040267944336 0.00842132512480020523
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.29952064156532287598 0.00828204490244388580 0.01007884368300437927 -12.04964447021484375000 -0.22882963716983795166 1.35769712924957275391 -1.55846226215362548828 -0.03143216669559478760 -0.02707021268603650166 0.67669993638992309570 0.00828204490244388580
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.30892679095268249512 0.00814332626760005951 0.01262471359223127365 -12.01599216461181640625 -0.23034194111824035645 1.35257148742675781250 -1.57561492919921875000 -0.03786555305123329163 -0.03554086110662648540 0.68680161237716674805 0.00814332626760005951
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.31830069422721862793 0.00800518970936536789 0.01572125591337680817 -11.97741985321044921875 -0.23235565423965454102 1.34750568866729736328 -1.59247553348541259766 -0.04409109055995941162 -0.04444857891227726315 0.69690328836441040039 0.00800518970936536789
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.32764679193496704102 0.00786765292286872864 0.01936831511557102203 -11.93399238586425781250 -0.23484428226947784424 1.34250462055206298828 -1.60905098915100097656 -0.05011402815580368042 -0.05378469550302009822 0.70700496435165405273 0.00786765292286872864
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.33696395158767700195 0.00773072941228747368 0.02356221154332160950 -11.88575744628906250000 -0.23778067529201507568 1.33757281303405761719 -1.62534821033477783203 -0.05593919008970260620 -0.06353950194566897192 0.71710664033889770508 0.00773072941228747368
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.34626331925392150879 0.00759442942216992378 0.02830888517200946808 -11.83266925811767578125 -0.24113534390926361084 1.33271420001983642578 -1.64137423038482666016 -0.06157127395272254944 -0.07370523191666245033 0.72720831632614135742 0.00759442942216992378
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.35555064678192138672 0.00745875993743538857 0.03360610827803611755 -11.77478885650634765625 -0.24487917125225067139 1.32793211936950683594 -1.65713596343994140625 -0.06701454520225524902 -0.08427344590538846103 0.73730999231338500977 0.00745875993743538857
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.36484104394912719727 0.00732372654601931572 0.03945905715227127075 -11.71201801300048828125 -0.24898141622543334961 1.32322931289672851562 -1.67264020442962646484 -0.07227315008640289307 -0.09523806517070440569 0.74741166830062866211 0.00732372654601931572
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.37415054440498352051 0.00718933017924427986 0.04587524756789207458 -11.64440155029296875000 -0.25340688228607177734 1.31860840320587158203 -1.68789362907409667969 -0.07735086232423782349 -0.10659433033389448253 0.75751334428787231445 0.00718933017924427986
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.38349050283432006836 0.00705557363107800484 0.05286270007491111755 -11.57189178466796875000 -0.25812053680419921875 1.31407129764556884766 -1.70290303230285644531 -0.08225128799676895142 -0.11833700259117274634 0.76761502027511596680 0.00705557363107800484
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.39288109540939331055 0.00692245597019791603 0.06042679399251937866 -11.49441242218017578125 -0.26308286190032958984 1.30962002277374267578 -1.71767461299896240234 -0.08697774261236190796 -0.13046435898947872367 0.77771669626235961914 0.00692245597019791603
